ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,method,host,uri,referrer,user_agent,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,filename,tags,username,password,proxied,orig_fuids,orig_mime_types,resp_fuids,resp_mime_types
"1445422322.355297","CCbQBG44Kx37AegwUa","192.168.2.64","52625","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","Fi7s6x4QrfcvsnMS1c","text/html"
"1445422323.002866","C0ee3e3HCKf2q6w2c4","192.168.2.64","52630","192.168.88.25","80","1","OPTIONS","192.168.88.25","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","501","Not implemented","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422323.263679","CZs0v04LjuPhiFUcR2","192.168.2.64","52631","192.168.88.51","80","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FDHGdO1ggFYX1NJFJj","text/plain"
"1445422321.022581","C0RXat1IYAajdFjLKe","192.168.2.64","52616","192.168.88.95","80","1","GET","192.168.88.95","/.git/HEAD","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","179","405","Access Denied","-","-","-","(empty)","-","-","-","-","-","FGRXi325lp6E9QHgpe","text/html"
"1445422333.558153","CwnSTM2DQpwyLHdoWc","192.168.2.64","52637","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422336.568033","C5nzdw4LNp53BfHejl","192.168.2.64","52642","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FL0S9r4qXYGv5J5PJ4","text/html"
"1445422337.822249","C3XnA015XwZtdTEaY4","192.168.2.64","52645","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FZffz21Nj3hryqOJj","text/html"
"1445422344.783066","CNBHAt18QEAfRYkwSh","192.168.2.64","52646","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FFYpzm1In1QdZSlMji","text/html"
"1445422348.579372","CGrg0a4TkMLuVI1vI5","192.168.2.64","52640","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422348.604246","Cz0Owr4kCcXb4RvaO9","192.168.2.64","52636","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422320.490386","CpoCh532uoF4uxYWR8","192.168.2.64","52604","192.168.88.95","80","1","GET","192.168.88.95","/favicon.ico","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Access Denied","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422320.387407","CopSSo1CyrPc7Zdbyh","192.168.2.64","52601","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422348.751232","CGjxpE433SWqQJGHGk","192.168.2.64","52649","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FYLWk33NH5NaseU0n8","text/html"
"1445422352.728655","CdcEIa4amNg2NCd7w8","192.168.2.64","52584","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422309.529967","C0PGJ7let7VCylwwb","192.168.2.64","52529","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422301.580724","CBVj69kFALXpuEd6h","192.168.2.64","52459","192.168.88.95","80","1","GET","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422352.814638","CkNJiO1RlTeCgby3pj","192.168.2.64","52458","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422352.905377","Csn1xO2m8J7kAvfZa2","192.168.2.64","52652","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FNkNML2n9JuUEL7r69","text/html"
"1445422295.370559","CldwHv1TAGu5kz664i","192.168.2.64","52343","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422290.347162","CP9Wvo19SblBKLlyLf","192.168.2.64","52218","192.168.88.95","80","1","GET","192.168.88.95","/robots.txt","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Access Denied","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422289.380290","CXXU0u1K8tIP1sPFe8","192.168.2.64","52163","192.168.88.95","80","1","GET","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422289.380169","CQaP061hSl7jOJLF3g","192.168.2.64","52162","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422160.969315","CwFOwH1Rfku1KZxje","192.168.2.64","51822","192.168.88.25","81","1","GET","-","/","-","-","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422165.988980","CeATwU1HNqHtAgXeO8","192.168.2.64","51888","192.168.88.25","81","1","OPTIONS","-","/","-","-","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422176.011575","CzkCMX39S5OQRg6702","192.168.2.64","51933","192.168.88.25","81","1","GET","-","/nice ports,/Trinity.txt.bak","-","-","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422186.032051","CGF2DT3QBKJKFk2ne7","192.168.2.64","51965","192.168.88.25","81","1","OPTIONS","-","/ RTSP/1.","-","-","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422238.667670","CGBCtvGhOKTgrKMkd","192.168.2.64","52081","192.168.88.25","81","1","OPTIONS","-","sip:nm SIP/2.","-","-","0","0","-","-","-","-","-","(empty)","-","-","VIA -> SIP/2.0/TCP nm;branch=foo","-","-","-","-"
"1445425434.728235","CHE9LZ3HvLdTELGrO1","192.168.2.42","46212","192.168.88.115","80","1","GET","-","/","-","-","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425456.491738","CWLWPI2rfFrdVMSAR7","192.168.2.42","46222","192.168.88.115","80","1","GET","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425456.491857","CGbR9140yyP4hrsHki","192.168.2.42","46224","192.168.88.115","80","1","GET","-","/","-","-","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425456.492152","C4GYlQVabxN9xB7P2","192.168.2.42","46228","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425456.491596","Czcear2Qg8wpiaRMu","192.168.2.42","46231","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.439130","CpIt6A4XQCbbQ9Ity4","192.168.2.42","46255","192.168.88.115","80","1","-","-","-","-","-","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FCZaE6T5UTiOhiuJh","text/html"
"1445425529.451068","Cqdki54DZMX7cXKXe8","192.168.2.42","46256","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.461727","CHByCk3M5g6MY9xp3g","192.168.2.42","46257","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.472601","CQp70u1IIRtbKGxp1i","192.168.2.42","46258","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.483017","CN1Y161iSGiUTaSvZg","192.168.2.42","46259","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.494217","CseypScYFqN1s0G1f","192.168.2.42","46260","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425464.684730","CA5Ivm4klpH2CSlWv9","192.168.2.42","46263","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425464.734434","CM4FcL11LiheBnfsij","192.168.2.42","46265","192.168.88.115","80","1","GET","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.555304","CkhNRr4x3ZCyyRYjj5","192.168.2.42","46268","192.168.88.115","80","1","-","-","-","-","-","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FvzDg92OWlOLL7OBJd","text/html"
"1445425529.567841","Cb2J4X3x6h82iRo9u7","192.168.2.42","46269","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.579684","CsrtPs3qmJb8uqn8rf","192.168.2.42","46270","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425472.798104","Cxi9VkQjUE1MsNbs2","192.168.2.42","46273","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425472.897110","CSU0Xv4EaBSq75rGaa","192.168.2.42","46274","192.168.88.115","80","1","GET","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.629987","CYlPVt1gopceVJseIe","192.168.2.42","46277","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.640933","CNM6gc1QdQDPsFugCg","192.168.2.42","46278","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425480.908743","Cu6M4i4J578Ehi01Dj","192.168.2.42","46281","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425481.058994","CtE0Dg1EmI7mpdvdc","192.168.2.42","46282","192.168.88.115","80","1","GET","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.690820","CE9CFk2btG7RBo53Wl","192.168.2.42","46286","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.701559","Cx9eroUHwqF1TIim2","192.168.2.42","46287","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425489.066291","COr4Tl43sIxZpdGPvj","192.168.2.42","46290","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425489.264708","CpB3zat6DdUTwQGOb","192.168.2.42","46291","192.168.88.115","80","1","GET","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","302","Redirect","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.756283","CRjgnm3Mpbf7YgLkVf","192.168.2.42","46298","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.767047","CX3lo31LtL5TRqrpbl","192.168.2.42","46299","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425497.221008","CVJPSx4MUDUnrbXmk","192.168.2.42","46303","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.794598","CyMwXXd02LTGNkRCl","192.168.2.42","46307","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425505.330748","CurQiu44YjI4gN7qf1","192.168.2.42","46310","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.829005","C9VoenzaluvaeP4Lc","192.168.2.42","46314","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425513.438493","C3dujP2qAdk7yStjh2","192.168.2.42","46316","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.850655","CRNgcE4UecP7zY2mx","192.168.2.42","46324","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425521.550031","CBPtV9ui8y0wwGq8h","192.168.2.42","46328","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425529.876606","CYzaELdC5OMeU6Sl3","192.168.2.42","46330","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425456.492019","CTf2er24tvmEGI592","192.168.2.42","46236","192.168.88.115","80","1","GET","192.168.88.115","/robots.txt","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425456.492557","CTm2aV30s6jtWvq9Ci","192.168.2.42","46239","192.168.88.115","80","1","GET","192.168.88.115","/.git/HEAD","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425464.684854","CF9lOq2Jg6S5DLgqRb","192.168.2.42","46264","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425795.438999","CgQt8ZXtCQIuuqL45","192.168.2.42","51071","192.168.88.115","80","1","GET","192.168.88.115","/","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","200","302","Redirect","-","-","-","(empty)","-","-","-","-","-","FNI1Ap2KOKVQ41Wf09","text/html"
"1445425795.456744","Cv0TsP3XYtbeESds17","192.168.2.42","51072","192.168.88.115","80","1","GET","192.168.88.115","/login.asp","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","2325","200","OK","-","-","-","(empty)","-","-","-","-","-","F4qHdJ3QAlpwO5T9ki","text/html"
"1445425795.640414","CYwQNw3AGpLJWO5cIh","192.168.2.42","51074","192.168.88.115","80","1","GET","192.168.88.115","/jscript/default.js","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1566","200","OK","-","-","-","(empty)","-","-","-","-","-","F4T67H04AJwKuKuf7","text/plain"
"1445425795.641020","CphfcF4P32nadKm8e","192.168.2.42","51075","192.168.88.115","80","1","GET","192.168.88.115","/jscript/slidemenu.js","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","10307","200","OK","-","-","-","(empty)","-","-","-","-","-","FyHzHCtkHzZkBbaih","text/plain"
"1445425795.641598","CIB2ir19DLEEe2cC7b","192.168.2.42","51076","192.168.88.115","80","1","GET","192.168.88.115","/jscript/login.js","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","592","200","OK","-","-","-","(empty)","-","-","-","-","-","FbbEW94V3uOM1vjQI6","text/plain"
"1445425795.642218","CPKu6Y11AyKEHBiVck","192.168.2.42","51077","192.168.88.115","80","1","GET","192.168.88.115","/jscript/util.js","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1959","200","OK","-","-","-","(empty)","-","-","-","-","-","Fuhk6e4xLkFxkB3uZd","text/plain"
"1445425795.642995","CyKwA1YDJcooED5l1","192.168.2.42","51078","192.168.88.115","80","1","GET","192.168.88.115","/jscript/validation.js","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","3390","200","OK","-","-","-","(empty)","-","-","-","-","-","FBMti11JNwha5aylgl","text/plain"
"1445425795.643725","CNIcHc4iZdNSnCNXH8","192.168.2.42","51079","192.168.88.115","80","1","GET","192.168.88.115","/images/logo.gif","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","2560","200","OK","-","-","-","(empty)","-","-","-","-","-","FakvZa48LJlPbpC7za","image/gif"
"1445425795.683077","CajrTC24HKwdpceVra","192.168.2.42","51080","192.168.88.115","80","1","GET","192.168.88.115","/css/digistyle.css","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1858","200","OK","-","-","-","(empty)","-","-","-","-","-","FC5o9l1dEI1MJNYDZ5","text/plain"
"1445425795.879966","CWRVKH2SB9k85z7TE1","192.168.2.42","51081","192.168.88.115","80","1","GET","192.168.88.115","/images/ws_button3.gif","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1359","200","OK","-","-","-","(empty)","-","-","-","-","-","FWgB1AQShJrZ7Yo6e","image/gif"
"1445425800.648304","C6VDCKuufs2eNAOAe","192.168.2.42","51083","192.168.88.115","80","1","POST","192.168.88.115","/goform/svLogin","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","37","83","302","Redirect","-","-","-","(empty)","-","-","-","FqFTVkD4Ln1XgU536","text/plain","FsQCch1HvtBMi0Cdu2","text/html"
"1445425795.963523","C7rp5z4DiciQClYhgl","192.168.2.42","51082","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425800.866364","CVSVbf1JzhhYUYbE5c","192.168.2.42","51084","192.168.88.115","80","1","GET","192.168.88.115","/ipconfig.asp","http://192.168.88.115/login.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","13992","200","OK","-","-","-","(empty)","-","-","-","-","-","FwfLbx18Y9ud6PWcxi","text/html"
"1445425801.074757","C4o6KS1RmZpBRv3uLj","192.168.2.42","51085","192.168.88.115","80","1","GET","192.168.88.115","/jscript/ipconfig.js","http://192.168.88.115/ipconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","7665","200","OK","-","-","-","(empty)","-","-","-","-","-","FLusnh2iVi0XwZ4Qnl","text/plain"
"1445425801.112154","CjhXTdmIKciXzYJe","192.168.2.42","51086","192.168.88.115","80","1","GET","192.168.88.115","/images/block.gif","http://192.168.88.115/ipconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","812","200","OK","-","-","-","(empty)","-","-","-","-","-","F4QyJf2FpjnKOXlrs8","image/gif"
"1445425801.328958","CCwBhg4e5hjwzKBqW8","192.168.2.42","51087","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/ipconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425817.496460","COc29u37zCBWKUJtZ5","192.168.2.42","51088","192.168.88.115","80","1","GET","192.168.88.115","/snmpconfig.asp","http://192.168.88.115/ipconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","16018","200","OK","-","-","-","(empty)","-","-","-","-","-","FOzdas1bWm3ZZwjFWf","text/html"
"1445425817.621523","CVk1Cd374yasNk5X24","192.168.2.42","51089","192.168.88.115","80","1","GET","192.168.88.115","/jscript/snmpconfig.js","http://192.168.88.115/snmpconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1915","200","OK","-","-","-","(empty)","-","-","-","-","-","FgpKNl3kBbPvPU1SKd","text/plain"
"1445425817.898593","CtnrsC8PW3ttAe6Qd","192.168.2.42","51090","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/snmpconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425829.252158","CznHlb4OLfq7hIUgK2","192.168.2.42","51091","192.168.88.115","80","1","GET","192.168.88.115","/syslogserverconfig.asp","http://192.168.88.115/snmpconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","12751","200","OK","-","-","-","(empty)","-","-","-","-","-","FTz3ik3EEEGqpSuuk7","text/html"
"1445425829.380840","C0J8iv42yK6nVZ083a","192.168.2.42","51092","192.168.88.115","80","1","GET","192.168.88.115","/jscript/syslogserverconfig.js","http://192.168.88.115/syslogserverconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1761","200","OK","-","-","-","(empty)","-","-","-","-","-","FB6pQk3vGSuYndf0Xg","text/plain"
"1445425829.620543","CYYZGg25zrxWbzp6yl","192.168.2.42","51093","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/syslogserverconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425836.662205","CqvxpKZOeKztkSNTj","192.168.2.42","51094","192.168.88.115","80","1","GET","192.168.88.115","/spconfig.asp","http://192.168.88.115/syslogserverconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","18663","200","OK","-","-","-","(empty)","-","-","-","-","-","FXUDZV20J8XwOwwe3a","text/html"
"1445425836.849637","CRq3GfvMET1Ohyj7c","192.168.2.42","51095","192.168.88.115","80","1","GET","192.168.88.115","/jscript/spconfig.js","http://192.168.88.115/spconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","3763","200","OK","-","-","-","(empty)","-","-","-","-","-","FHzSLEKvjsqRr0a87","text/plain"
"1445425836.850246","CIGb6T18I3fMqG6p59","192.168.2.42","51096","192.168.88.115","80","1","GET","192.168.88.115","/jscript/slidemenu.js","http://192.168.88.115/spconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","10307","200","OK","-","-","-","(empty)","-","-","-","-","-","FpCs9l2PApplt7xTt1","text/plain"
"1445425837.508889","CNfaJp2wnaFXEdS3h","192.168.2.42","51097","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/spconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
